Time,Count,Quat W,Quat X,Quat Y,Quat Z,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (dps),Gyro Y (dps),Gyro Z (dps),Yaw,Pitch,Roll,X,Y,Z,Grav X,Grav Y,Grav Z,Temp
0.09399999678134918,12.0,0.9998999834060669,0.003700000001117587,-0.0003000000142492354,0.0,-0.0017999999690800905,-0.002400000113993883,4.488900184631348,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0006000000284984708,0.007300000172108412,-0.0,0.0006000000284984708,-0.007300000172108412,0.0006000000284984708,0.007300000172108412,0.9998999834060669,30.377099990844727
0.12399999797344208,15.0,0.9998999834060669,0.0035000001080334187,-0.00039999998989515007,0.0,-0.00419999985024333,-0.00839999970048666,4.700799942016602,0.0,-0.061000000685453415,-0.061000000685453415,-0.0,0.000699999975040555,0.0071000000461936,-0.0,0.000699999975040555,-0.0071000000461936,0.000699999975040555,0.0071000000461936,0.9998999834060669,30.394699096679688
0.1340000033378601,16.0,0.9998999834060669,0.0035000001080334187,-0.0005000000237487257,0.0,-0.003599999938160181,-0.01080000028014183,4.8043999671936035,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0010000000474974513,0.007000000216066837,-0.0,0.0010000000474974513,-0.007000000216066837,0.0010000000474974513,0.007000000216066837,0.9998999834060669,30.3887996673584
0.1379999965429306,17.0,0.9998999834060669,0.0035000001080334187,-0.0005000000237487257,0.0,-0.003599999938160181,-0.01080000028014183,4.8043999671936035,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0010000000474974513,0.007000000216066837,-0.0,0.0010000000474974513,-0.007000000216066837,0.0010000000474974513,0.007000000216066837,0.9998999834060669,30.3887996673584
0.1459999978542328,18.0,0.9998999834060669,0.0035000001080334187,-0.0005000000237487257,0.0,-0.003599999938160181,-0.01080000028014183,4.8043999671936035,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0010000000474974513,0.007000000216066837,-0.0,0.0010000000474974513,-0.007000000216066837,0.0010000000474974513,0.007000000216066837,0.9998999834060669,30.3887996673584
0.15000000596046448,19.0,0.9998999834060669,0.0035000001080334187,-0.0005000000237487257,0.0,-0.003599999938160181,-0.01080000028014183,4.8043999671936035,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0010000000474974513,0.007000000216066837,-0.0,0.0010000000474974513,-0.007000000216066837,0.0010000000474974513,0.007000000216066837,0.9998999834060669,30.3887996673584
0.16200000047683716,20.0,0.9998999834060669,0.0034000000450760126,-0.0006000000284984708,0.0,-0.003000000026077032,-0.010200000368058681,4.861299991607666,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0012000000569969416,0.0066999997943639755,-0.0,0.0012000000569969416,-0.0066999997943639755,0.0012000000569969416,0.0066999997943639755,0.9998999834060669,30.38290023803711
0.16599999368190765,21.0,0.9998999834060669,0.0034000000450760126,-0.0006000000284984708,0.0,-0.003000000026077032,-0.010200000368058681,4.861299991607666,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0012000000569969416,0.0066999997943639755,-0.0,0.0012000000569969416,-0.0066999997943639755,0.0012000000569969416,0.0066999997943639755,0.9998999834060669,30.38290023803711
0.17599999904632568,22.0,0.9998999834060669,0.0034000000450760126,-0.0006000000284984708,0.0,-0.003000000026077032,-0.010200000368058681,4.861299991607666,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.0012000000569969416,0.0066999997943639755,-0.0,0.0012000000569969416,-0.0066999997943639755,0.0012000000569969416,0.0066999997943639755,0.9998999834060669,30.38290023803711
0.1850000023841858,23.0,0.9998999834060669,0.0032999999821186066,-0.000699999975040555,0.0,0.0,-0.00419999985024333,4.892399787902832,-0.061000000685453415,-0.061000000685453415,0.0,-0.0,0.001500000013038516,0.006599999964237213,-0.0,0.001500000013038516,-0.006599999964237213,0.001500000013038516,0.006599999964237213,0.9998999834060669,30.371200561523438
